pair_id,pred_score,true_label
P17070:P35686,0.2571737766265869,1
Q69KL9:Q6YW54,0.014449610374867916,1
P0C443:Q0DJ33,0.0349978506565094,1
Q0DJ33:Q6Z9A3,0.0386621430516243,1
Q69JN7:Q8W0F9,0.3912239968776703,1
Q2RBG8:Q852Q1,0.894356369972229,1
Q84T78:Q851S2,0.01258228998631239,1
Q75KU4:Q75L42,0.9446020126342773,1
Q0JDK9:Q84PB8,0.02719738520681858,1
Q10CN6:Q75G93,0.2651568055152893,1
A3AD08:Q5VNJ0,0.01961769536137581,1
Q10PT0:Q852Q1,0.08061865717172623,1
Q6EP66:Q6EP66,0.9390787482261658,1
Q18PR9:Q852Q1,0.7074583768844604,1
Q943E6:Q943Q3,0.9482173323631287,1
Q0JKF5:Q84T78,0.018391307443380356,1
Q84P95:Q9FXT4,0.014285129494965076,1
Q2QY04:Q8RZZ3,0.4831547737121582,1
Q0DEB8:Q5ZD06,0.03005117177963257,1
O82143:Q6ETL3,0.014075706712901592,1
Q94LR3:Q9AQW1,0.012087889015674591,1
Q75KU4:Q9LGV5,0.9432927966117859,1
Q0J466:Q6Q9I2,0.974892795085907,1
Q0JL44:Q84PC5,0.025187859311699867,1
Q6ZKC0:Q84PB4,0.5892112851142883,1
A3AD08:Q6Z2L1,0.12346692383289337,1
Q10CF3:Q53RM0,0.7139409184455872,1
Q0JCK5:Q10RP0,0.4033483564853668,1
Q6Z345:Q84PB5,0.013050097040832043,1
Q0DJ33:Q8S6N5,0.0430787019431591,1
Q8LN25:Q9LIW7,0.02024826966226101,1
Q53RM0:Q7XAL3,0.20092038810253143,1
P12085:Q0DJ33,0.19086556136608124,1
Q0DJ33:Q0J8A4,0.09555768221616745,1
Q84PA3:Q84PD3,0.013821694068610668,1
Q0DJV6:Q6Z437,0.9116220474243164,1
Q0DJ33:Q2QTC2,0.018290206789970398,1
Q6YW54:Q84T78,0.013493090867996216,1
Q2QNJ8:Q5Z8Y9,0.015994656831026077,1
Q10D98:Q6YZ49,0.057611800730228424,1
Q0J8A4:Q6K5G8,0.9690555930137634,1
Q06967:Q06967,0.9708248376846313,1
Q0DJ33:Q67WR2,0.05632365867495537,1
Q0DJ33:Q53RM0,0.18871639668941498,1
Q2R4A0:Q2R5L7,0.22601202130317688,1
A6N077:Q10EF8,0.14418448507785797,1
B8AN76:Q5NBQ0,0.05489926412701607,1
Q10J20:Q8W0E4,0.3284721076488495,1
Q6K3E0:Q9LI00,0.08903415501117706,1
Q0E476:Q8S1G9,0.18207719922065735,1
Q10D98:Q852Q1,0.3223620355129242,1
B7E321:Q2R2W2,0.7259597182273865,1
Q652G7:Q9ZQW8,0.5824009776115417,1
Q10CF3:Q10D98,0.6553932428359985,1
Q0JM17:Q10N90,0.2688070833683014,1
Q6ZKC0:Q93WI9,0.6063885688781738,1
Q84PC4:Q8LN25,0.02878866158425808,1
Q7XI96:Q84J55,0.8897296786308289,1
Q2RBG8:Q2RBG8,0.9723471999168396,1
Q0DJ33:Q6AV34,0.08789759874343872,1
Q84PC5:Q84PD9,0.013288143090903759,1
