pair_id,pred_score,true_label
P17070:P35686,0.6067333817481995,1
Q69KL9:Q6YW54,0.002650513546541333,1
P0C443:Q0DJ33,0.010563707910478115,1
Q0DJ33:Q6Z9A3,0.015233931131660938,1
Q69JN7:Q8W0F9,0.3173181414604187,1
Q2RBG8:Q852Q1,0.025107918307185173,1
Q84T78:Q851S2,0.004857741296291351,1
Q75KU4:Q75L42,0.16942961513996124,1
Q0JDK9:Q84PB8,0.0016860340256243944,1
Q10CN6:Q75G93,0.5699025392532349,1
A3AD08:Q5VNJ0,0.002582838525995612,1
Q10PT0:Q852Q1,0.013628124259412289,1
Q6EP66:Q6EP66,0.9895424246788025,1
Q18PR9:Q852Q1,0.23226909339427948,1
Q943E6:Q943Q3,0.9924293756484985,1
Q0JKF5:Q84T78,0.00550459697842598,1
Q84P95:Q9FXT4,0.028232688084244728,1
Q2QY04:Q8RZZ3,0.4488169252872467,1
Q0DEB8:Q5ZD06,0.02012554742395878,1
O82143:Q6ETL3,0.001744791748933494,1
Q94LR3:Q9AQW1,0.0009469824144616723,1
Q75KU4:Q9LGV5,0.16491807997226715,1
Q0J466:Q6Q9I2,0.9906657338142395,1
Q0JL44:Q84PC5,0.004642152227461338,1
Q6ZKC0:Q84PB4,0.1250789910554886,1
A3AD08:Q6Z2L1,0.01855548284947872,1
Q10CF3:Q53RM0,0.29192623496055603,1
Q0JCK5:Q10RP0,0.7406665086746216,1
Q6Z345:Q84PB5,0.0010455999290570617,1
Q0DJ33:Q8S6N5,0.003911997657269239,1
Q8LN25:Q9LIW7,0.0012712972238659859,1
Q53RM0:Q7XAL3,0.708835780620575,1
P12085:Q0DJ33,0.022180678322911263,1
Q0DJ33:Q0J8A4,0.15755720436573029,1
Q84PA3:Q84PD3,0.001362281502224505,1
Q0DJV6:Q6Z437,0.5942573547363281,1
Q0DJ33:Q2QTC2,0.00944779347628355,1
Q6YW54:Q84T78,0.0008732778951525688,1
Q2QNJ8:Q5Z8Y9,0.004993083421140909,1
Q10D98:Q6YZ49,0.11214525997638702,1
Q0J8A4:Q6K5G8,0.9918943643569946,1
Q06967:Q06967,0.9817478060722351,1
Q0DJ33:Q67WR2,0.023753929883241653,1
Q0DJ33:Q53RM0,0.03522425517439842,1
Q2R4A0:Q2R5L7,0.20285479724407196,1
A6N077:Q10EF8,0.5897899866104126,1
B8AN76:Q5NBQ0,0.005474932491779327,1
Q10J20:Q8W0E4,0.06149814650416374,1
Q6K3E0:Q9LI00,0.07955300062894821,1
Q0E476:Q8S1G9,0.0035077526699751616,1
Q10D98:Q852Q1,0.11383755505084991,1
B7E321:Q2R2W2,0.09842181205749512,1
Q652G7:Q9ZQW8,0.9854950308799744,1
Q10CF3:Q10D98,0.32946258783340454,1
Q0JM17:Q10N90,0.9902939200401306,1
Q6ZKC0:Q93WI9,0.2915543019771576,1
Q84PC4:Q8LN25,0.0010540703078731894,1
Q7XI96:Q84J55,0.2483617067337036,1
Q2RBG8:Q2RBG8,0.9096918106079102,1
Q0DJ33:Q6AV34,0.01453347783535719,1
Q84PC5:Q84PD9,0.01858506165444851,1
Q0DIT6:Q6YW54,0.002709175692871213,1
Q10CF3:Q9LI00,0.04837248474359512,1
Q6L545:Q7G7J6,0.027988363057374954,1
Q6ZFU6:Q6ZFU6,0.9933635592460632,1
Q60F23:Q9SXG8,0.005265565123409033,1
P93431:Q6ZKC0,0.3227546513080597,1
A3AD08:B9G4B3,0.11662755161523819,1
Q6H436:Q6H436,0.986532986164093,1
P14614:Q84PD3,0.010916760191321373,1
Q10J20:Q69Y99,0.017087271437048912,1
P0C5B2:Q10CQ1,0.9739736914634705,1
Q0DJ33:Q0JJS8,0.006890596356242895,1
Q10M74:Q67UK2,0.03424715995788574,1
Q2RB31:Q7XR00,0.004531822632998228,1
Q33BE1:Q6K9C3,0.9918851852416992,1
Q2RB94:Q852Q1,0.33193621039390564,1
P07728:Q84PD3,0.015741847455501556,1
P14656:Q8S7W1,0.0024973477702587843,1
Q0JL44:Q6K439,0.023315517231822014,1
Q10CF3:Q852Q1,0.5851095914840698,1
Q10CQ1:Q9XJ66,0.9783749580383301,1
Q5JK84:Q6YW54,0.008890370838344097,1
P37832:Q0DJ33,0.03174581006169319,1
Q2QQD9:Q7XBR2,0.41471344232559204,1
Q6H545:Q6H545,0.9881219863891602,1
Q40680:Q9ZRI7,0.49001970887184143,1
Q6H852:Q9LSU3,0.9900519251823425,1
Q06967:Q84PD5,0.19103020429611206,1
Q6YYW3:Q6YYW3,0.9927817583084106,1
Q0E476:Q10SR3,0.11593311280012131,1
Q6H6T1:Q84P71,0.03601114824414253,1
Q0D6M1:Q6Z6G6,0.1574259251356125,1
Q0JBH9:Q942J6,0.004119297955185175,1
Q3HRP0:Q9LGV5,0.10606113821268082,1
Q0D8Z1:Q10E61,0.19090630114078522,1
A3AD08:Q5VPH3,0.002108606044203043,1
Q6H6T1:Q9AUW2,0.03355247899889946,1
Q5VRY1:Q6Z6L5,0.9911460876464844,1
Q0DWG8:Q2QQD9,0.327756404876709,1
O82143:Q7XW88,0.00725304102525115,1
Q0DJ33:Q6F2U9,0.010540097951889038,1
Q5J4W4:Q7XXS4,0.18610303103923798,1
Q10CF3:Q8W0E4,0.06694038212299347,1
Q6K9C3:Q6YW54,0.0022723411675542593,1
Q851Y9:Q8LMR3,0.03002854622900486,1
C7IZ16:Q5U9F2,0.9810144305229187,1
Q84PA9:Q8LN25,0.010598988272249699,1
P0C355:Q0DJ33,0.060366082936525345,1
B9FSH5:Q0DJ33,0.004773300141096115,1
Q6K8Z1:Q84J55,0.29359492659568787,1
Q0IQF7:Q6ER85,0.002277728170156479,1
Q6Z345:Q84PB6,0.012793788686394691,1
Q0E476:Q7X9A8,0.9680714011192322,1
Q0D541:Q6Z437,0.8809110522270203,1
Q10D98:Q2QWJ9,0.02264043129980564,1
Q7XQY5:Q8S0Q9,0.07447594404220581,1
Q2QQD9:Q33BE1,0.09506625682115555,1
Q6H4V8:Q9ZQW8,0.014778057113289833,1
Q0J466:Q40704,0.9849748611450195,1
Q0DJ33:Q7XUW5,0.03300221636891365,1
Q2QX01:Q943E6,0.30268070101737976,1
Q7F7I7:Q7X8P2,0.25724050402641296,1
P25776:Q6Z437,0.2960660457611084,1
Q6YWQ2:Q84T78,0.002981859492138028,1
Q10N20:Q69Y99,0.3506793677806854,1
Q84PB1:Q9FXT4,0.006195350084453821,1
Q6Z437:Q84P58,0.389853298664093,1
Q0DJ33:Q6Z4A7,0.008664107881486416,1
Q84PA4:Q8LNI5,0.11326668411493301,1
Q53RM0:Q7XQN4,0.01690000854432583,1
Q2R1M8:Q652G7,0.9879481196403503,1
Q2RB94:Q69W36,0.7319895625114441,1
Q6ER94:Q7XKD0,0.36876899003982544,1
Q84J55:Q84P73,0.6376420259475708,1
Q84PD2:Q9AY63,0.004648228641599417,1
Q75M01:Q75M01,0.9743008613586426,1
Q84P93:Q8LNI5,0.02654005028307438,1
Q6ZKC0:Q84PC0,0.005436487961560488,1
O64464:Q7XXS4,0.014271445572376251,1
Q0DEB8:Q7XTE8,0.20470865070819855,1
Q651E8:Q7G6D7,0.05503930523991585,1
Q6K9A2:Q9SSX0,0.004059873055666685,1
Q0JBQ0:Q5VRV7,0.032380975782871246,1
A3AD08:Q6Z437,0.22009603679180145,1
Q6EUP4:Q8S7W1,0.1953454315662384,1
Q2QZ01:Q6Z7V3,0.9859833717346191,1
Q0DJ33:Q7XPL2,0.007754277437925339,1
Q6H6T1:Q84P90,0.0395180881023407,1
Q40682:Q84PD6,0.0661533921957016,1
Q7X6B6:Q851Y7,0.0013586595887318254,1
Q6H7A7:Q7X8R5,0.05896073579788208,1
Q5ZD06:Q6K6Z3,0.15363936126232147,1
Q2QWJ9:Q8W0F9,0.013252082280814648,1
Q40682:Q9ZRI7,0.4993515908718109,1
Q6Z730:Q6Z730,0.9808079600334167,1
Q7XPV9:Q7XPV9,0.9908266067504883,1
Q10CF3:Q8W0F9,0.11626753956079483,1
Q0DJ33:Q8H8T0,0.016560079529881477,1
A3AD08:Q6ER85,0.011849867179989815,1
P07728:Q7F2P0,0.004410787485539913,1
Q6K8J4:Q9SXG8,0.004063595551997423,1
Q2QWJ9:Q2QWJ9,0.981074333190918,1
B9G2C8:Q0DWG8,0.9718940854072571,1
Q3HRP0:Q6H7U5,0.03583598881959915,1
Q69Y99:Q9LGE6,0.3622922897338867,1
Q5ZCD9:Q6YW54,0.004718833602964878,1
Q2QYP1:Q2QYP1,0.9026266932487488,1
A3AD08:A3AD08,0.9570034146308899,1
Q0E476:Q2QQD9,0.003604202065616846,1
Q688X1:Q69W36,0.5689916014671326,1
Q67X79:Q6K4K9,0.8315445184707642,1
O82451:Q0DJ33,0.020234351977705956,1
Q0DJ33:Q6Z382,0.14508871734142303,1
Q40704:Q9SAR1,0.9867040514945984,1
P0C389:Q0DJ33,0.020107463002204895,1
Q2QYD2:Q7XR00,0.004493515472859144,1
Q0DJ33:Q6Z2T6,0.05532662943005562,1
Q7XXS4:Q8H3E5,0.002916305558755994,1
Q2R2W2:Q69IL4,0.16110888123512268,1
Q40702:Q944S9,0.9723241925239563,1
