pair_id,pred_score,true_label
Q9LQL1:O64851,0.0012318565277382731,0
F4KDF5:Q9STU5,0.00919395498931408,0
Q8GYY1:Q9FMC8,0.015232505276799202,1
Q9FJQ0:Q56X75,0.0034499906469136477,0
O49743:Q9ZU92,0.005897101480513811,0
Q9LVM0:F4JG70,0.009065466932952404,0
F4IT66:Q8GYY7,0.0010674999793991446,0
F4IX05:Q1G3M1,0.0010083658853545785,0
O23051:Q8LEN7,0.0024062597658485174,0
Q9FHN9:Q8S8S9,0.0047108023427426815,0
Q9M1Q8:Q9SUW2,0.11409840732812881,0
F4JQJ7:F4JQR6,0.003189630573615432,0
Q9M271:Q56Y59,0.0017401891527697444,0
A0A1I9LLD6:O80703,0.0007349678198806942,0
Q494P0:Q9LKV3,0.002437044633552432,0
Q9SZ80:Q9ZVI7,0.0010190949542447925,0
Q6F6B5:Q9ZU72,0.0018194062868133187,0
P46607:Q9LIB4,0.0011166470358148217,0
F4IG63:Q0WR90,0.002906009554862976,0
Q8LC68:Q56XZ5,0.09431296586990356,0
Q9LJW1:Q941B2,0.0015163598582148552,0
Q9C7U5:Q9FE63,0.001902867341414094,0
Q9SRD6:Q9SU79,0.009425596334040165,0
F4IX22:Q8L8N5,0.0016164745902642608,0
Q9FM63:P61430,0.0008894823840819299,0
F4KHL6:F4JJE0,0.002791076898574829,0
Q8RXK2:Q8L956,0.002055023331195116,0
Q9SZ95:Q0WUR5,0.0026115369983017445,0
P36212:Q8L7L5,0.005521982442587614,0
Q9SQT4:Q9C9S0,0.00846179574728012,0
F4IAT4:O49523,0.07786925882101059,0
O04722:Q8L6Z4,0.0013378153089433908,0
Q94AF1:Q43870,0.0029907331336289644,0
Q8L4B2:Q9SLG0,0.9754239916801453,1
Q3EB10:Q9FJY5,0.0033272027503699064,0
Q9XIQ1:Q9C9M0,0.0038381963968276978,0
Q9FJV7:Q6ZY51,0.0046779136173427105,0
O48837:Q9FF40,0.09012988209724426,0
A0A1P8AWG3:Q9C6M5,0.001469314913265407,0
Q9LUD3:Q9FYE1,0.00625902134925127,0
Q9M841:A0A1P8B9S9,0.04337495565414429,0
Q9LXV2:Q9FHS7,0.019378893077373505,0
F4I3A7:F4I248,0.0007109623402357101,0
Q39083:F4JLM5,0.0028063568752259016,0
Q9XI96:Q9SSS5,0.038539089262485504,0
Q9FGC5:Q9FH57,0.010027372278273106,0
Q9FIG7:F4IJX5,0.004535356070846319,0
Q84JF7:Q9C5D2,0.0022797957062721252,0
Q9LK86:Q9SVS7,0.0010466651292517781,0
C0LGP2:Q9S7I6,0.05357106402516365,1
Q9SJQ5:B3H6M0,0.0026582996360957623,0
O48843:P46687,0.005921170115470886,0
F4KG14:Q8LAV5,0.004639512859284878,0
Q84JL7:Q9LF59,0.0023302980698645115,0
Q9S839:Q9M8K0,0.001590859959833324,0
Q9C9D0:P0C7Q8,0.0013780329609289765,0
O64712:Q9ZRD6,0.0050857760943472385,0
Q9SAE0:Q9LQQ3,0.002861861838027835,0
Q9C8U0:Q9SI07,0.007576413452625275,0
Q501D8:Q8GWR9,0.015221822075545788,0
Q058G8:Q9SUD5,0.000551609497051686,0
P82622:F4IAL1,0.0007689981139265001,0
Q8L7D1:A0A1I9LPY7,0.0006441982695832849,0
O81123:Q9SLC3,0.0013438285095617175,0
Q9C5C1:F4I0U4,0.0012357078958302736,0
Q9XI28:Q9FGG2,0.002385854022577405,0
Q9LYN3:Q9SL02,0.0011493624188005924,0
Q9FJP0:Q9XEC7,0.0017992503708228469,0
Q9ZWB4:Q9LMZ9,0.0009119007154367864,0
Q9SVK0:Q8RXW0,0.6209524273872375,0
Q3EAQ8:A0A1P8AP82,0.0016507701948285103,0
F4I2M8:A0A1I9LRN6,0.002676725387573242,0
Q9SXB5:Q9SL28,0.031092999503016472,0
P30187:Q9LJX1,0.0020585227757692337,0
F4HQ22:Q93ZI7,0.001160089741460979,0
F4JZ46:Q8VZ42,0.002819667337462306,0
F4J9G6:Q9LVW3,0.005559404846280813,0
Q9M0H6:Q67ZW2,0.003775068325921893,0
Q9FJ62:A0A1P8BHU1,0.0011184484465047717,0
Q9C9T8:Q9M9W2,0.0009841163409873843,0
Q9SFE9:Q9LM33,0.007502217777073383,0
D0EL35:F4IC62,0.0010765924816951156,0
Q8LE43:A0A178VN99,0.0017846719129011035,0
Q9SWA6:Q9SR00,0.008688445203006268,0
Q9SD67:Q58G53,0.007706110365688801,0
Q9SFF1:Q9FHK8,0.0027447163593024015,0
O22229:Q8LD49,0.8652145266532898,1
Q9C7U5:Q8L7H3,0.015510059893131256,0
Q9FJU0:Q944Q6,0.0027436388190835714,0
Q9LIG7:F4HXW9,0.03822283819317818,0
Q9LVQ8:F4J152,0.0017632407834753394,0
A0A1P8APN6:Q94KI8,0.0006419811397790909,0
Q9M240:F4IJA3,0.0005812005838379264,0
Q9M120:Q8VZ73,0.0012798862298950553,0
Q9M8X1:F4K2K3,0.0014415476471185684,0
Q56YY9:Q9ZUQ5,0.0007042213692329824,0
Q9FK52:Q9SR02,0.06448915600776672,0
Q9SJA3:Q9LHH5,0.0009440652211196721,0
A0A1P8B3Z8:Q9SSQ7,0.0009162276983261108,0
Q8VZR7:A0A1I9LMS4,0.0007083685486577451,0
Q9FFS9:F4K2U8,0.0006907705101184547,0
A0A1I9LRE7:A0A384LH69,0.024008017033338547,0
Q1G3P4:Q9LJ64,0.008662226609885693,0
Q680A6:Q8LGN1,0.0028619379736483097,0
Q2V2Z3:P49294,0.0007199144456535578,0
Q9FLB0:O22919,0.006980232894420624,0
Q9SZ10:F4JPT1,0.0024214915465563536,0
Q9XF89:Q93W91,0.026877153664827347,0
Q9SD09:P42760,0.002506742486730218,0
Q9FJ12:Q93XY9,0.0008693188428878784,0
A0A1I9LQ80:Q84W04,0.0008803815580904484,0
Q39117:O23156,0.005116609390825033,0
Q9M275:Q9ZVX4,0.014818708412349224,0
O65421:Q84MB2,0.08242135494947433,1
Q9M9Z2:Q9C920,0.05393557623028755,0
O48843:F4IJJ3,0.0016288774786517024,0
Q8VWG3:F4HWZ4,0.000914473261218518,0
O80507:Q38826,0.04607037827372551,0
Q8LCH9:F4J9K9,0.20803990960121155,0
F4IZ13:Q5XV66,0.002241268055513501,0
Q9XFR9:A0A1P8B8Q4,0.001025028876028955,0
Q9M0R7:Q9LNE4,0.0026402592193335295,0
Q9S9M2:Q9ZWA2,0.03838228061795235,0
Q07187:Q9LT78,0.015850894153118134,0
Q9M8T0:Q9SHI7,0.24425576627254486,1
A0A178UE66:A8MRU6,0.004324610345065594,0
Q9LFN5:Q9LRQ7,0.001060288748703897,0
Q9FIT7:Q9SA95,0.023820772767066956,0
F4JGH9:Q9LT87,0.0012990335235372186,0
Q84MC7:Q94F58,0.0018252339214086533,1
Q94CB5:Q9LPG4,0.001391122117638588,0
Q8VYZ5:Q9SLA6,0.031175216659903526,0
Q9FI91:F4HRH6,0.005697122775018215,0
A8MQY6:F4J3I0,0.0075978985987603664,0
Q9FVX3:Q9FGX3,0.0006043346947990358,0
Q5PP69:Q8L850,0.005050120875239372,0
Q8RWW9:Q43727,0.0026067239232361317,0
O22842:Q9SZU7,0.00509426137432456,1
F4HTN4:Q9FMP8,0.0020571963395923376,0
F4KIL8:Q2V4I2,0.0006631614523939788,0
F4JPP0:C0LGL9,0.014022705145180225,0
P28186:Q8LA96,0.2204095423221588,1
F4JN48:Q9ZUA7,0.09496333450078964,0
Q9XI23:Q9SY74,0.0010312937665730715,0
Q9T0J4:Q9S9L3,0.15846675634384155,0
Q8LFU0:Q93XW7,0.0037239522207528353,0
Q9FHP6:Q9C748,0.003348949598148465,0
P55737:Q9LRZ0,0.2688976228237152,1
Q9FLH5:A0A1P8BCK8,0.0010787189239636064,0
Q9ZT89:Q9C5Q2,0.09169692546129227,0
Q9T0F3:Q9FLH8,0.0033379686065018177,0
F4IUU1:Q9LJ50,0.001320073613896966,0
P68209:Q852U6,0.0023471307940781116,0
F4HS13:Q9SRL3,0.00119040347635746,0
Q8L5T5:Q96270,0.012875117361545563,0
O65902:Q9FJ74,0.002284127054736018,0
F4IIS6:Q645J1,0.0011290707625448704,0
Q6R8G0:Q9SN78,0.0016208518063649535,0
O82316:Q940U2,0.000980842742137611,0
Q8VYY4:Q9FIR9,0.0007075071334838867,0
Q8GY89:Q9XEE6,0.03041009046137333,0
A0A1P8AWH6:Q9LDY7,0.0009053677204065025,0
Q93VH2:Q9M302,0.02440456673502922,0
Q9C6V3:Q9M128,0.427666038274765,1
Q9LYL3:Q9FFL4,0.0005957781686447561,0
A9LNK9:Q56XM9,0.149606391787529,1
Q9FF62:Q9M8D3,0.0012650075368583202,0
Q9CAI1:Q9SJJ3,0.0015423353761434555,0
Q9C6Y4:Q8S3F1,0.0011152372462674975,0
Q8GUN5:Q9LM33,0.03281879052519798,0
Q9LND4:Q7XZP5,0.009469591081142426,0
